Headline,Clickbait,Outlet
"Op-Ed: If You Can Vote, You Can Advance the Kingdom of God",Yes,Western Journal
"Op-Ed: Most Christians Are Willing to Do Something Big for God, But How Many Will Do This?",Yes,Western Journal
Florida Man Sentenced for Brutally Slaying Teen After He 'Violated' Islamic Faith,Yes,Western Journal
School District Defends 'After School Satan Club' at Elementary School,Yes,Western Journal
Op-Ed: The Biggest Breakdown in America Right Now Mirrors Our Rejection of God,Yes,Western Journal
Only a Handful of Kentuckians Saw Firsthand What Happened in the Parking Lot Between Their Tornado-Destroyed Churches,Yes,Western Journal
"Op-Ed: As We Enter Our Own 1776 Moment, Christian Leaders Must Make a Stand",Yes,Western Journal
"Churches Discover What City Has Been Doing with Their Water, Emerge Victorious After Legal Battle",Yes,Western Journal
'Spectacular' Jesus Ring Discovered in Ancient Shipwreck Off of Israel,Yes,Western Journal
"Lutheran Church Has Drag Queen Take to the Pulpit During Sunday Service, Read Book to Kids",Yes,Western Journal
McEnany Says God Himself Has a Calling for Americans to Fulfill 'For Such a Time as This',Yes,Western Journal
"Viral Video: Kentucky Man Surveys Tornado-Stricken Home, Then Sits Down at His Piano",Yes,Western Journal
"Satanism on Display at Local Library: Inappropriate, Sexual Books Placed Next to Bible",Yes,Western Journal
"Erickson: As Officials Push Isolation During Holidays, Remember What God Knew After Making Adam",Yes,Western Journal
Even Students Are Outraged After Catholic School Makes Woke Change to Jesus in Legendary Painting,Yes,Western Journal
At Least 60 Christians Kidnapped at Gunpoint in Nigeria,Yes,Western Journal
Witchcraft Takeover: The Horrifying Witchcraft Trend Young People Are Trying Out on TikTok,Yes,Western Journal
Heroes: 26 Christian Navy SEALs Make a Bold Final Stand Against Biden and His Hated Vaccine Mandate,Yes,Western Journal
"Actor Alleges He Was Fired Over His Christian Faith, Files Lawsuit Against Producer",Yes,Western Journal
World Series Hero Praises 'The Good Lord' During Live Post-Game Interview,Yes,Western Journal
DHS Documents Reveal Planned 'Broadscale Release Mechanisms' of Illegal Aliens After Border Surge,Yes,Western Journal
"'A Matter of Life and Death': Man Donates Kidney to Ailing Single Dad, the Two Become Fast Friends",Yes,Western Journal
Medical Student Says She Purposely Botched Procedure Because Patient Questioned Her Pronoun Pin,Yes,Western Journal
Bruce Willis Retires from Acting Due to Brain Condition,Yes,Western Journal
Scientists Find New Pollutant in Human Blood for the First Time,Yes,Western Journal
Biden Demands Herschel Walker and Dr. Oz Quit Presidential Advisory Council or Be Ousted,Yes,Western Journal
Military Doctor Testifies in Court: High-Level Command Ordered Her Silence Over Frightening Vaccine Data,Yes,Western Journal
"After Concerted Effort to Bury Ivermectin, New Bill Would Put This Medicine in the Hands of the American People",Yes,Western Journal
Open Borders Chaos: Thousands of Illegals Set Loose by Biden Overwhelm Phoenix Airport,Yes,Western Journal
"Children's Hospital Shows Confused Boys How to Use Tape to Look Like a Woman, Tells Them to Visit Sex Shop",Yes,Western Journal
'Deeply Disappointed': Top Congressional Democrats Target Biden in Joint Statement,Yes,Western Journal
Watch: Camera Catches Putin Seemingly Shaking Uncontrollably,Yes,Western Journal
Biden Administration Asks Congress to Approve Massive Aid Money for Ukraine,Yes,Western Journal
Biden Invites Child He Victimized with High Drug Prices to SOTU... As Prop for Lowering Drug Prices,Yes,Western Journal
Report: Biden Admin Plots 'Sweeping Overhaul' of COVID Strategy That Includes 'No Scenario' to 'Go Back to Normal',Yes,Western Journal
Texas Gov. Greg Abbott Directs Family Services to Investigate 'Sex Change' Procedures as Child Abuse,Yes,Western Journal
"Israel Ends Its Great Vaccine Experiment, Rolls Back Tourist Jab Requirements to Pre-2020 Levels",Yes,Western Journal
Feds Take Major Action After Dangerous Strain of Bird Flu Found in Backyard Flock,Yes,Western Journal
Op-Ed: My Dad and I Bought an Old Hospital to Help Drug Addicts - What Happened Next Is a Miracle,Yes,Western Journal
COVID Vax Nightmare? EU Announces Investigation Into Menstrual Disorders Following COVID Vaccine,Yes,Western Journal
Lab Leak Breakthrough? DNA Researchers May Have Found the Bioengineered 'Ancestor' to COVID,Yes,Western Journal
"Ottawa Police Make Chilling Move: Call Up Child Services, Could Take Away Truckers' Children",Yes,Western Journal
'Something Isn't Right': Dozens of Lawmakers Call on Joe Biden to 'Immediately' Undergo Cognitive Test,Yes,Western Journal
Struggling Biden Admin Prepares to Drastically Change How COVID Hospitalizations Are Counted,Yes,Western Journal
Top Children's Hospital Says School Mask Mandates Should End Now,Yes,Western Journal
CDC Considers Significant Change to COVID Vaccination Protocol as Dangerous Side Effect Persists,Yes,Western Journal
Will Smith Roasted for His Violent Slap: Comedian Confirms Jada's 'Boyfriend' Is the Real Joke Here,Yes,Western Journal
Shapiro: The Left's Response to Will Smith's Slap Is More Frightening Than You Realize,Yes,Western Journal
Will Smith's Attack on Chris Rock Backfires as Comedian Explodes in Popularity,Yes,Western Journal
Camera Caught What Happened 16 Seconds Before Will Smith's Slap - It Changes Everything,Yes,Western Journal
Could Will Smith Lose His Oscar? Actor Widely Condemned for Violence at Awards Show,Yes,Western Journal
"In One Tweet About Will Smith, Academy Awards Put Hollywood's Hypocrisy on Full Display",Yes,Western Journal
"As Prices Soar, A-List Actor Demands Defunding of Pipeline in Expletive-Laced Tirade on 'System of Racism'",Yes,Western Journal
Hollywood Fever Dream: Stacey Abrams Cast as Supreme Ruler of Earth,Yes,Western Journal
"Prince Harry Decides to Skip Prince Philip's Memorial, Queen 'Unlikely' to Meet His Daughter, Lilibet",Yes,Western Journal
"British TV Star Embarks on 1,200-Mile Road Trip to Personally Take Supplies to Ukrainian Refugees",Yes,Western Journal
"Orange County, Florida, Sheriff's Report Offers New Theory on Bob Saget's Death",Yes,Western Journal
Judge Issues Major Order Regarding Bob Saget Death Records,Yes,Western Journal
The Cruel Irony of Jussie Smollett's New Home Is Hidden in One Important Detail,Yes,Western Journal
Alec Baldwin Blames Halyna Hutchins for Her Own Death in Ghoulish New Document,Yes,Western Journal
"Watch: Jussie Smollett Has Courtroom Meltdown After Sentencing, 'I Am Not Suicidal!'",Yes,Western Journal
'Wheel of Fortune' Fans Stunned After Pat Sajak Rudely Shuts Down Contestant,Yes,Western Journal
Queen Elizabeth Makes Monumental Decision After 70-Year Reign: 'It Makes Sense',Yes,Western Journal
Tim Allen Releases Brutal Statement on Ukraine Invasion: 'Full of Anger and Disgust',Yes,Western Journal
"Watch: Whoopi Goldberg Goes on Tirade Against Lauren Boebert, Calls Her 'Little Girl'",Yes,Western Journal
Was This the Saddest 'Wheel of Fortune' Round in History?,Yes,Western Journal
Longtime Fox News Host Bob Beckel Dead at 73,Yes,Western Journal
Solomon: Lawyers for Hutchins' Family Have Brutal Surprise for Baldwin - Wait Until a Jury Sees It,Yes,Western Journal
Hypocrisy the Big Winner at Super Bowl as Celebs Flout California Mask Mandate,Yes,Western Journal
Autopsy Reveals It Wasn't a Bump on the Head - Bob Saget Suffered Unmistakably Serious Injuries,Yes,Western Journal
"Video Shows Leftists Shocked, Dumbfounded and Unable to Answer One Simple Question About Women",Yes,Western Journal
Army Announces Easier Fitness Test for Women Due to 'Noticeably Higher' Failure Rates,Yes,Western Journal
"Female Swimmer Who Lost to Trans 'Woman' Rejects Losses, Blasts NCAA in 2-Page Public Letter",Yes,Western Journal
"Pet-Sitter Mauled by Dogs, Bitten 800 Times, Shows Face for the First Time: 'I Would Like an Apology'",Yes,Western Journal
"NY Governor Takes to the Ice at NHL Game, Receives Brutal Welcome from Fans",Yes,Western Journal
Director Was Toast of Woke Crowd After She Called Hollywood Legend 'Sexist' - Then the Mob Turned on Her,Yes,Western Journal
Starbucks Employees Deploy Brilliant Plan After Noticing Teen Harassed by Coffee Shop Stalker,Yes,Western Journal
Pregnant Wife Allegedly Thrown from Towering Cliff: Expected Perpetrator Gets Brutal Sentence,Yes,Western Journal
Levi's President Publicly Quits Over Company's Attempt to Silence Her Views on COVID Restrictions,Yes,Western Journal
"If You Hate Hollywood, You MUST SEE Daily Wire's New Thriller - Free Today",Yes,Western Journal
"Iranian Man Beheads 17-Year-Old Wife in Gruesome 'Honor Killing,' Does Unthinkable with Remains",Yes,Western Journal
Andrew Cuomo Receives Terrible News After New NY Bill Introduced,Yes,Western Journal
World Champion US Runner: Women's Sports Will Soon Die - Here's Who Is 'Putting a Nail in the Coffin',Yes,Western Journal
Outrage as Ex-Clinton Official Orders Dem Senators to Slap Sinema in the Face Over Filibuster No,Yes,Western Journal
Woman Learns the Hard Way That Pro-Abortion Activists Actually Hate Women,Yes,Western Journal
Conservative Commentator Stumps Transgender Activists on 'Dr. Phil' with 'What Is a Woman?' Question,Yes,Western Journal
We Have Their Names: Epstein Brought 8 Women with Him to Visit Clinton at White House - Report,Yes,Western Journal
Transgender Swimmer Who Was Dominating Female Competitors Is Finally Defeated by Another Trans Athlete,Yes,Western Journal
Feminist Left Largely Silent as Patriotic Female Naval Officer Achieves Historic First,Yes,Western Journal
Sign of the Times: Notorious Male Serial Killer Gains Access to Untold Vulnerable Women,Yes,Western Journal
Shapiro: Dem Declares Murdering a Child Is Now Moral and the NYT Gladly Gives Her a Platform,Yes,Western Journal
9-Year-Old Sold as Child Bride Gets Shocking Rescue in Afghanistan,Yes,Western Journal
"Florida Bill Already Doing Its Job, Teachers Abandoning Profession as Open Child Grooming Could Become Virtually Impossible",Yes,Western Journal
"Leaked Footage: Disney Producer Brags About Pushing 'Gay Agenda' in Cartoons, President Wants Many More LGBT Characters",Yes,Western Journal
It Took Caitlyn Jenner Just 8 Words to Send Lia Thomas Flailing from Atop His 1st-Place Throne,Yes,Western Journal
Game Over: Shareholders Demand Notorious Leftist Outlet Shut Down Its Entire News Operation,Yes,Western Journal
"Trans Swimmer Lia Thomas Wins National Championship, Gets Hostile Reception on Podium",Yes,Western Journal
Op-Ed: Republicans Must Remember the Lesson of Virginia and Bring the Fight Home,Yes,Western Journal
Gunman Uses Baby to Lure Cops to House to Ambush Them - 9 Officers Injured,Yes,Western Journal
Biden Nuclear Hire Is Drag Queen Who Talks About 'Sex with Animals' and Has Called NIH Chief 'Daddy Fauci',Yes,Western Journal
Punxsutawney Phil Emerges from His Slumber and Sees His Shadow,Yes,Western Journal
NFL Chooses Singer Whose Hit Song Says US Is Not the Land of the Free for Super Bowl Anthem,Yes,Western Journal
"Watch: Fight in Stands at High School Basketball Game Spills Over, Security Fires Off Tear Gas to Bring It Under Control",Yes,Western Journal
Alert: FB Is Punishing People Everywhere for Posting This 8-Word Thomas Paine Quote,Yes,Western Journal
Monkees Singer Michael Nesmith Dead at 78,Yes,Western Journal
"Time Gets Backlash After Naming Simone Biles, Gymnast Who Quit in the Middle of the Olympics, 'Athlete of the Year'",Yes,Western Journal
White Supremacy? 17-Year-Old Reportedly Fired from Job After Making 'OK' Hand Gesture in Picture,Yes,Western Journal
What's Happening in America Today Is Similar to the 1850s - Now We Must Choose What Happens,Yes,Western Journal
"Day After Biden Cowered to China in Front of the World, Xi Revealed to Be Building Hundreds of Nukes",Yes,Western Journal
